"","test_freq","outcome","risk","delay","sensitivity","sens_multiplier","Lower","Upper","Min","Q1","Median","Mean","Q3","Max","R0"
"134","1","nInfected","0.645","5","median","1","20.9475037307576","20.5505074267737","77.9851399694794","26.9506917169089","17.9446126135141","20.7490055787657","10.9398844219848","0.933129862657298",1.5
"135","2","Infectiousness","0.645","5","median","1","19.5634157625474","19.2372728401888","86.5631601941767","23.8193228937512","17.2332272810356","19.4003443013681","11.6509604740409","1.20922448994755",1.5
"136","2","nInfected","0.645","5","median","1","14.8969859693725","14.5578960760081","85.9905436169414","18.9452880694469","10.9398844219848","14.7274410226903","6.93718259825383","0.933129862657298",1.5
"137","3","Infectiousness","0.645","5","median","1","16.6345416367611","16.2980897299177","77.8603106958843","19.6157927433598","14.131494455078","16.4663156833394","8.85393474513964","0",1.5
"138","3","nInfected","0.645","5","median","1","12.6372374486667","12.2945915358979","76.9844645135466","14.9425862457159","8.93853351011933","12.4659144922823","4.93583168638832","0",1.5
"139","4","Infectiousness","0.645","5","median","1","13.1618466995723","12.9158277331486","64.39948988706","16.1794270045227","11.7939693802155","13.0388372163605","7.54919178299373","0",1.5
"140","4","nInfected","0.645","5","median","1","9.47200783495013","9.22561305915339","64.9763590423536","11.9405598779176","6.93718259825383","9.34881044705176","3.93515623045556","0",1.5
"141","5","Infectiousness","0.645","5","median","1","10.4218403942917","10.1865121692924","58.2161929304348","12.8799275491374","9.22875117761263","10.304176281792","4.99271370638512","0",1.5
"142","5","nInfected","0.645","5","median","1","7.3301933864917","7.10455006533829","60.9736572186226","8.93853351011933","4.93583168638832","7.217371725915","2.93448077452281","0",1.5
"143","7","Infectiousness","0.645","5","median","1","6.31185508883975","6.15248283807367","28.2110192528749","8.84297087737383","5.75590989816654","6.23216896345671","3.05586101120126","0",1.5
"144","7","nInfected","0.645","5","median","1","3.71464682776344","3.61029750966435","23.9486653491107","5.1860005503715","2.93448077452281","3.66247216871389","0.933129862657298","0",1.5
"145","10","Infectiousness","0.645","5","median","1","3.39440439665325","3.25958530242884","17.7812811502923","5.55516402252858","3.22311104387711","3.32699484954105","0.854531635294854","0",1.5
"146","10","nInfected","0.645","5","median","1","1.7002772487424","1.63697539679334","13.9419107897831","1.93380531859005","0.933129862657298","1.66862632276787","0","0",1.5
"147","15","Infectiousness","0.645","5","median","1","1.96673205448995","1.84580072993226","13.185155886356","4.11140072313008","1.73225617253804","1.90626639221111","0","0",1.5
"148","15","nInfected","0.645","5","median","1","0.655314122929556","0.620547083384712","10.9398844219848","0.933129862657298","0","0.637930603157134","0","0",1.5
"149","20","Infectiousness","0.645","5","median","1","1.40238293362705","1.28179532675072","14.2067358679333","3.5230450088952","1.28168282335334","1.34208913018888","0","0",1.5
"150","20","nInfected","0.645","5","median","1","0.339132274815924","0.316310148820032","4.93583168638832","0.933129862657298","0","0.327721211817978","0","0",1.5
"151","25","Infectiousness","0.645","5","median","1","1.09520410931778","0.973336976103888","10.6715618889217","3.06764161825228","1.10017170628328","1.03427054271084","0","0",1.5
"152","25","nInfected","0.645","5","median","1","0.265282974620655","0.245061507905069","3.93515623045556","0","0","0.255172241262862","0","0",1.5
"153","30","Infectiousness","0.645","5","median","1","0.990528877123235","0.870903723861371","9.78136519015004","2.86322958817259","0.857144848310213","0.930716300492303","0","0",1.5
"154","30","nInfected","0.645","5","median","1","0.155824930190169","0.13937432931001","4.93583168638832","0","0","0.147599629750089","0","0",1.5
